Series	Array	platform	TumorOrNormal	CNsegments	fracbsegments	skewness_seg	kurtosis_seg	skewness_prob	kurtosis_prob	probeMean	segMedian	positive_segment_ratio_mean	positive_segment_ratio_med
GSE35282	GSM865093	GPL6801	Tumor	737	540	-1.2382	4.0314	-0.3063	3.5698	-0.0375	-0.0292	0.7462	0.5058
GSE35282	GSM865094	GPL6801	Tumor	471	740	-1.6754	6.0505	-0.2632	4.3745	0.0038	0.0127	0.6374	0.4981
GSE35282	GSM865096	GPL6801	Tumor	403	851	-1.5159	4.1898	-0.5217	4.3069	-0.0165	-0.0104	0.6422	0.4964
GSE35282	GSM865097	GPL6801	Tumor	1027	1265	-1.7676	8.2948	-0.2906	2.9594	0.2017	0.2107	0.5749	0.4985
GSE35282	GSM865098	GPL6801	Tumor	408	811	-1.9432	7.4774	-0.5469	3.3671	0.0417	0.0455	0.5528	0.4990
GSE35282	GSM865100	GPL6801	Tumor	1246	803	-1.6722	6.4756	-0.2330	2.8523	0.0875	0.0878	0.5058	0.4977
GSE35282	GSM865101	GPL6801	Tumor	1239	1980	-1.1107	6.3979	0.0265	1.3132	0.2078	0.1906	0.3535	0.4989
GSE35282	GSM865102	GPL6801	Tumor	1528	1468	-1.4516	7.5944	-0.0714	2.7972	0.1686	0.1499	0.3706	0.5020
GSE35282	GSM865103	GPL6801	Tumor	489	1627	-1.4394	4.7225	-0.1608	2.6016	0.0208	0.0259	0.5813	0.4961
GSE35282	GSM865104	GPL6801	Tumor	465	1160	-1.6164	4.9628	-0.2728	3.0958	0.0472	0.0552	0.6277	0.5030
GSE35282	GSM865105	GPL6801	Tumor	586	1794	-0.9951	3.2929	-0.1453	1.9278	0.0556	0.0391	0.3185	0.5011
GSE35282	GSM865106	GPL6801	Tumor	655	1656	-1.4188	4.8456	-0.0473	2.2762	0.0601	0.0383	0.1951	0.4908
GSE35282	GSM865107	GPL6801	Tumor	765	1158	-1.3445	4.7834	-0.2731	2.5750	0.0199	-0.0001	0.2928	0.5022
GSE35282	GSM865108	GPL6801	Tumor	702	1773	-1.1280	3.8485	-0.2103	2.5072	0.0598	0.0644	0.5240	0.4996
GSE35282	GSM865109	GPL6801	Tumor	696	1378	-1.7347	6.7967	-0.3602	5.9796	0.0772	0.0842	0.5458	0.5016
GSE35282	GSM865110	GPL6801	Tumor	664	1934	-1.3110	4.6007	-0.5120	8.4019	0.0327	0.0361	0.5354	0.5000
GSE35282	GSM865111	GPL6801	Tumor	261	1198	-1.0659	3.8277	0.4761	2.5295	-0.0502	-0.0369	0.6189	0.4992
GSE35282	GSM865112	GPL6801	Tumor	1282	1783	-0.8612	4.2984	-0.0086	0.8609	0.0961	0.0940	0.4959	0.5001
GSE35282	GSM865113	GPL6801	Tumor	730	1061	-0.6935	0.9520	-0.6502	2.2847	-0.0167	-0.0051	0.5711	0.5015
GSE35282	GSM865114	GPL6801	Tumor	301	1405	-1.3824	3.6790	-0.5616	5.6009	0.0615	0.0705	0.6066	0.4888
GSE35329	GSM866081	GPL2005	Tumor	95	161	nan	nan	0.1106	1.2636	0.0006	-0.0112	0.3179	0.4840
GSE35329	GSM866082	GPL2005	Tumor	121	146	nan	nan	0.0508	0.6630	-0.0075	-0.0213	0.4358	0.5169
GSE35329	GSM866083	GPL2005	Tumor	171	74	nan	nan	-0.0390	1.5593	0.0023	0.0000	0.4865	0.5078
GSE35329	GSM866084	GPL2005	Tumor	99	90	nan	nan	-0.0073	1.5037	-0.0025	-0.0075	0.4435	0.5017
GSE35329	GSM866085	GPL2005	Tumor	122	91	nan	nan	0.0146	1.0862	-0.0159	-0.0097	0.6620	0.4976
GSE35329	GSM866086	GPL2005	Tumor	217	57	nan	nan	-0.1441	1.3316	0.0071	0.0287	0.5430	0.4990
GSE35329	GSM866087	GPL2005	Tumor	210	111	nan	nan	-0.1240	1.3711	-0.0047	-0.0013	0.5414	0.4980
GSE35329	GSM866088	GPL2005	Tumor	259	149	nan	nan	0.0189	0.3534	0.0068	0.0028	0.4924	0.5013
GSE35329	GSM866089	GPL2005	Tumor	93	98	nan	nan	-0.1373	1.8241	-0.0136	-0.0274	0.2974	0.4797
GSE35329	GSM866090	GPL2005	Tumor	80	156	nan	nan	-0.2294	2.2187	-0.0092	0.0080	0.9058	0.5029
GSE35329	GSM866091	GPL2005	Tumor	289	90	nan	nan	0.0113	0.7877	-0.0014	0.0258	0.6081	0.5026
GSE35329	GSM866092	GPL2005	Tumor	102	187	nan	nan	0.0612	1.8284	-0.0012	-0.0102	0.4471	0.4848
GSE35329	GSM866093	GPL2005	Tumor	144	104	nan	nan	-0.0741	0.6721	-0.0171	0.0000	0.6877	0.5102
GSE35329	GSM866094	GPL2005	Tumor	78	59	nan	nan	-0.1502	1.5349	-0.0008	-0.0093	0.2902	0.5084
GSE35329	GSM866095	GPL2005	Tumor	104	164	nan	nan	0.0437	1.5697	-0.0023	-0.0186	0.2806	0.5384
GSE35329	GSM866096	GPL2005	Tumor	126	76	nan	nan	-0.0708	0.4994	-0.0034	-0.0092	0.4062	0.4820
GSE35329	GSM866097	GPL2005	Tumor	353	72	nan	nan	-0.1258	0.8890	-0.0009	0.0000	0.5400	0.5186
GSE35329	GSM866098	GPL2005	Tumor	270	168	nan	nan	0.0943	0.5454	-0.0135	-0.0149	0.4557	0.4919
GSE35329	GSM866099	GPL2005	Tumor	258	175	nan	nan	-0.1004	1.0375	-0.0250	0.0000	0.6885	0.4828
GSE35329	GSM866100	GPL2005	Tumor	660	146	nan	nan	0.0223	0.1543	0.0170	0.1145	0.5808	0.4975
GSE35329	GSM866101	GPL2005	Tumor	72	132	nan	nan	-0.0024	0.4477	0.0025	-0.0794	0.2206	0.4614
GSE35329	GSM866102	GPL2005	Tumor	235	140	nan	nan	0.0101	0.3618	0.0055	0.0001	0.4769	0.4998
GSE35329	GSM866103	GPL2005	Tumor	227	105	nan	nan	0.0212	0.5472	0.0039	0.0068	0.5019	0.4986
GSE35329	GSM866104	GPL3720	Tumor	86	320	3.5397	16.4715	0.1824	-0.2908	0.0314	0.0222	0.3375	0.5083
GSE35329	GSM866105	GPL3720	Tumor	89	366	2.5374	13.4648	0.1329	-0.3671	0.0255	0.0195	0.2712	0.4864
GSE35329	GSM866106	GPL3720	Tumor	79	334	5.0880	26.4072	0.1575	-0.3210	0.0284	0.0116	0.1520	0.5013
GSE35329	GSM866107	GPL3720	Tumor	82	407	4.2028	22.5040	0.1463	-0.3242	0.0228	0.0260	0.6650	0.5066
GSE35329	GSM866108	GPL3720	Tumor	86	293	3.4117	15.7612	0.1666	-0.2441	0.0341	0.0155	0.1605	0.4993
GSE35329	GSM866109	GPL3720	Tumor	83	422	3.5602	16.7883	0.1470	-0.2747	0.0218	0.0114	0.2176	0.4913
GSE35329	GSM866110	GPL3720	Tumor	97	337	4.0551	19.0737	0.1586	-0.3013	0.0225	0.0161	0.3906	0.4974
GSE35329	GSM866112	GPL3720	Tumor	95	384	4.4736	21.1663	0.0806	-0.2964	0.0256	0.0196	0.3630	0.5190
GSE35329	GSM866113	GPL3720	Tumor	78	416	5.1612	32.9282	0.0758	-0.2891	0.0244	0.0171	0.3149	0.4768
GSE35329	GSM866114	GPL3720	Tumor	105	198	3.4711	17.5944	0.1872	-0.3451	0.0144	0.0043	0.2535	0.5294
GSE35329	GSM866115	GPL3720	Tumor	83	240	2.9823	17.8608	0.1713	-0.3225	0.0267	0.0155	0.2032	0.4799
GSE35329	GSM866117	GPL3720	Tumor	77	215	5.1023	27.3611	0.1957	-0.3444	0.0259	0.0197	0.1916	0.4863
GSE35329	GSM866120	GPL3720	Tumor	78	305	3.4679	16.6909	0.1769	-0.3209	0.0176	0.0189	0.5790	0.5018
GSE35329	GSM866123	GPL3720	Tumor	76	74	0.7541	28.5883	0.2679	-0.2638	0.0107	-0.0005	0.1203	0.5019
GSE35329	GSM866125	GPL3720	Tumor	89	66	2.6316	11.7295	0.2445	-0.2580	0.0213	0.0153	0.2094	0.5059
GSE35329	GSM866128	GPL3720	Tumor	87	274	2.9439	14.5192	0.1328	-0.3698	0.0224	0.0162	0.3019	0.4820
GSE35329	GSM866131	GPL3720	Tumor	78	236	5.4021	29.6231	0.1802	-0.3371	0.0215	0.0198	0.4851	0.5066
GSE35329	GSM866134	GPL3720	Tumor	90	238	1.7878	14.0784	0.1649	-0.2881	0.0209	0.0157	0.4127	0.5244
GSE35329	GSM866137	GPL3720	Tumor	82	267	2.2386	15.9615	0.1747	-0.2573	0.0220	0.0245	0.5175	0.4953
GSE35329	GSM866139	GPL3720	Tumor	133	343	-0.9207	7.6798	0.1373	-0.2484	0.0219	0.0365	0.7537	0.5213
GSE35329	GSM866148	GPL3718	Tumor	74	201	-6.6897	51.4729	0.0808	0.6707	0.0032	0.0064	0.7576	0.4982
GSE35329	GSM866149	GPL3718	Tumor	88	294	-1.4098	10.5754	0.0878	0.6948	0.0243	0.0251	0.6685	0.4889
GSE35329	GSM866150	GPL3718	Tumor	96	359	0.0686	4.5510	0.1041	0.7042	0.0214	0.0107	0.2811	0.4763
GSE35329	GSM866151	GPL3718	Tumor	430	433	0.6931	2.2716	-0.4936	4.9898	-0.0127	0.0587	0.7178	0.4992
GSE35329	GSM866152	GPL3718	Tumor	80	251	-2.9416	9.4787	-0.0958	0.5247	-0.0048	-0.0297	0.1477	0.5510
GSE35329	GSM866153	GPL3718	Tumor	94	345	-2.0226	8.8971	-0.1008	0.6965	-0.0030	-0.0011	0.6609	0.5175
GSE35329	GSM866154	GPL3718	Tumor	969	201	0.4770	2.8583	0.0441	0.8529	0.0033	0.0000	0.4557	0.4835
GSE35329	GSM866155	GPL3718	Tumor	227	261	-1.0090	14.7471	0.0120	0.6430	0.0191	0.0095	0.4383	0.4879
GSE35329	GSM866156	GPL3718	Tumor	185	155	-2.6915	12.7873	-0.2299	0.8954	-0.0140	-0.0025	0.5613	0.4933
GSE35329	GSM866157	GPL3718	Tumor	92	213	-3.2830	12.0747	-0.1290	0.8619	-0.0055	0.0002	0.8181	0.4889
GSE35329	GSM866158	GPL3718	Tumor	90	215	2.0905	6.0390	-0.0051	0.7051	0.0163	-0.0032	0.1178	0.4746
GSE35329	GSM866159	GPL3718	Tumor	75	279	1.0459	19.1074	-0.0577	0.4970	0.0107	0.0141	0.7413	0.5189
GSE35329	GSM866160	GPL3718	Tumor	104	282	0.7919	7.0068	-0.0228	0.5863	0.0112	-0.0232	0.1802	0.4342
GSE35329	GSM866161	GPL3718	Tumor	75	313	-2.6598	6.4819	-0.1135	0.5757	0.0049	0.0091	0.8410	0.4829
GSE35329	GSM866162	GPL3718	Tumor	83	426	-3.2923	18.6470	-0.1303	0.8191	0.0037	-0.0007	0.2170	0.5385
GSE35329	GSM866163	GPL3718	Tumor	72	366	1.1004	20.5969	-0.0631	0.5570	0.0067	0.0100	0.8937	0.5031
GSE35329	GSM866164	GPL3718	Tumor	311	299	1.0494	6.5990	0.0862	2.8525	-0.0074	0.0138	0.6848	0.4950
GSE35329	GSM866165	GPL3718	Tumor	93	253	-2.2258	9.1942	0.0296	0.8057	0.0125	-0.0056	0.1748	0.5843
GSE35329	GSM866166	GPL3718	Tumor	302	229	1.4727	3.2206	0.1569	0.9454	0.0197	0.0000	0.3580	0.5119
GSE35329	GSM866167	GPL3718	Tumor	145	215	-1.4253	4.1458	-0.1751	0.8719	-0.0025	0.0766	0.5537	0.5050
GSE36003	GSM879206	GPL6801	Tumor	1651	559	-1.5350	4.6889	-0.4600	3.2758	-0.4102	-0.3778	0.5864	0.4973
GSE36003	GSM879207	GPL6801	Tumor	11343	761	-0.6964	3.8983	-0.4855	3.5410	-0.1305	-0.1079	0.5335	0.4997
GSE36003	GSM879208	GPL6801	Tumor	2985	687	-1.6032	6.5657	-0.5329	4.2733	-0.3549	-0.3599	0.4874	0.5001
GSE36003	GSM879209	GPL6801	Tumor	23570	715	-0.0166	0.8613	-0.2022	1.7223	-0.1990	-0.2066	0.4932	0.5000
GSE36003	GSM879210	GPL6801	Tumor	4613	1050	-1.2721	5.8926	-0.6467	3.4854	0.0310	0.0796	0.5750	0.4997
GSE36003	GSM879211	GPL6801	Tumor	13926	547	-0.3046	1.9079	-0.1690	1.5736	-0.0585	-0.0539	0.5073	0.5000
GSE36003	GSM879212	GPL6801	Tumor	10524	724	-0.7112	3.8298	-0.4741	3.2590	0.0184	0.0321	0.5126	0.5001
GSE36003	GSM879213	GPL6801	Tumor	19459	800	-0.1889	0.8083	-0.2548	1.4965	-0.3173	-0.2838	0.5344	0.5000
GSE36003	GSM879214	GPL6801	Tumor	14928	1234	-0.2706	2.1465	-0.0504	1.1072	-0.1766	-0.1679	0.5067	0.5002
GSE36003	GSM879215	GPL6801	Tumor	6782	607	-0.3582	3.4670	-0.2424	2.8010	0.0564	0.0639	0.5072	0.5000
GSE36003	GSM879216	GPL6801	Tumor	1628	1229	-0.9651	4.7824	-0.3620	6.5019	0.0146	0.1377	0.6359	0.5001
GSE36003	GSM879217	GPL6801	Tumor	8234	582	-0.0846	5.9666	-0.2906	4.2899	-0.1581	-0.1334	0.5176	0.5001
GSE36003	GSM879218	GPL6801	Tumor	23502	1154	0.1167	2.1492	-0.0886	1.4554	-0.1048	-0.0363	0.5649	0.5001
GSE36003	GSM879219	GPL6801	Tumor	6514	833	-1.0569	4.6975	-0.6417	4.2987	-0.1917	-0.1702	0.5685	0.4999
GSE36003	GSM879220	GPL6801	Tumor	14869	979	0.2228	1.8007	0.0510	1.0917	-0.3761	-0.3559	0.5247	0.5001
GSE36003	GSM879221	GPL6801	Tumor	1941	678	-0.0552	5.0310	-0.3259	3.9790	-0.0354	-0.0175	0.5407	0.4998
GSE36003	GSM879222	GPL6801	Tumor	6574	854	-1.0434	5.5006	-0.4656	2.9141	-0.0523	-0.0286	0.5294	0.4997
GSE36003	GSM879223	GPL6801	Tumor	7649	821	-0.7830	4.1061	-0.2942	1.5836	-0.2957	-0.2418	0.5939	0.5000
GSE36003	GSM879224	GPL6801	Tumor	9084	748	-0.4698	2.2980	-0.1976	0.9468	-0.2094	-0.1923	0.5139	0.5001
GSE36105	GSM881211	GPL2641	Normal	70	79	4.9115	24.9574	-0.0889	1.8049	0.0020	-0.0047	0.1975	0.4293
GSE36105	GSM881212	GPL2641	Normal	71	58	-5.5868	35.4957	-0.3026	1.5171	-0.0239	-0.0165	0.6806	0.5153
GSE36105	GSM881213	GPL2641	Tumor	69	49	6.7990	50.7105	0.0463	0.4675	0.0205	0.0176	0.4331	0.4934
GSE36105	GSM881214	GPL2641	Tumor	69	51	6.0311	44.7622	0.0067	0.5709	0.0112	0.0099	0.4840	0.4964
GSE36105	GSM881215	GPL2641	Tumor	69	55	6.9279	52.1194	0.0050	0.4873	0.0159	0.0123	0.3687	0.5112
GSE36311	GSM886801	GPL6801	Tumor	659	287	-0.7232	1.8269	-0.6689	3.4079	-0.0767	-0.0648	0.7297	0.5005
GSE36311	GSM886802	GPL6801	Tumor	729	915	-1.0735	2.1525	-0.5766	2.7491	0.0127	0.0239	0.6631	0.5017
GSE36311	GSM886803	GPL6801	Tumor	662	1157	-0.3206	0.6757	-0.6038	1.9127	-0.1832	-0.1993	0.2114	0.4989
GSE36311	GSM886804	GPL6801	Tumor	593	273	-1.0947	2.5772	-0.7595	3.6790	-0.0556	-0.0446	0.8464	0.5130
GSE36311	GSM886805	GPL6801	Tumor	864	816	-1.5121	4.5664	-0.6160	3.8851	-0.0240	-0.0251	0.4735	0.4997
GSE36311	GSM886806	GPL6801	Tumor	800	383	-0.6437	0.7550	-0.7395	2.2971	-0.2822	-0.2723	0.5905	0.5104
GSE36311	GSM886807	GPL6801	Tumor	4632	1485	-0.1474	1.4167	-0.2734	0.6958	-0.1064	-0.1116	0.4855	0.5000
GSE36311	GSM886812	GPL6801	Tumor	1535	1271	-0.6430	1.1284	-0.8177	3.5912	-0.1638	-0.1897	0.3844	0.4991
GSE36311	GSM886808	GPL6801	Tumor	1089	1843	-0.4828	1.1369	-0.3935	1.8783	-0.0159	-0.0232	0.3589	0.4975
GSE36311	GSM886809	GPL6801	Tumor	512	1419	-0.6023	1.5643	-0.6960	2.7115	-0.1735	-0.1998	0.2413	0.5037
GSE36311	GSM886810	GPL6801	Tumor	1175	1875	-0.5034	1.1435	-0.7737	2.6282	-0.1657	-0.1581	0.6323	0.5016
GSE36311	GSM886811	GPL6801	Tumor	2072	1485	-0.7104	1.7520	-0.5821	4.7533	-0.2799	-0.2872	0.4425	0.5000
GSE36311	GSM886813	GPL6801	Tumor	1135	1702	-1.2161	2.7471	-0.6052	2.2284	-0.0620	-0.0732	0.4152	0.4994
GSE36311	GSM886814	GPL6801	Tumor	2491	1814	-0.6491	2.7572	-0.3440	2.5462	-0.1623	-0.1697	0.4652	0.4996
GSE36311	GSM886815	GPL6801	Tumor	657	1018	-0.4004	0.6982	-0.5282	3.6058	-0.0849	-0.0720	0.6442	0.4959
GSE36311	GSM886816	GPL6801	Tumor	1477	1437	-0.3549	1.0111	-0.9836	7.4869	-0.1086	-0.1050	0.5324	0.5010
GSE36311	GSM886817	GPL6801	Tumor	2379	1827	-1.3959	7.0101	-0.1207	2.2865	0.0294	0.0101	0.4607	0.5002
GSE36311	GSM886818	GPL6801	Tumor	694	565	-1.2701	2.7516	-0.5683	3.4360	-0.0026	0.0111	0.7215	0.4993
GSE36311	GSM886819	GPL6801	Tumor	1072	340	-1.0359	2.8906	-0.5811	3.0139	-0.0255	-0.0589	0.2494	0.5009
GSE36311	GSM886820	GPL6801	Tumor	641	211	-1.2467	2.6291	-0.6408	2.7661	-0.0749	-0.0755	0.4996	0.5134
GSE36311	GSM886822	GPL6801	Tumor	1175	1125	-0.0767	1.5890	-0.3023	2.0112	-0.0916	-0.1054	0.3342	0.4995
GSE36311	GSM886821	GPL6801	Tumor	1490	736	-0.7622	1.1173	-0.6422	2.1081	-0.2544	-0.2503	0.5125	0.5006
GSE36311	GSM886823	GPL6801	Tumor	1186	212	-1.0642	1.8426	-0.8655	2.9386	-0.1816	-0.1723	0.5268	0.4986
GSE36311	GSM886824	GPL6801	Tumor	953	1354	-0.9366	4.3973	-0.5507	2.7857	-0.1228	-0.1407	0.2543	0.4979
GSE36311	GSM886825	GPL6801	Tumor	1631	350	-0.9320	1.2820	-0.8382	2.6603	-0.2165	-0.1880	0.6598	0.5011
GSE36311	GSM886826	GPL6801	Tumor	1917	291	-1.0182	1.7271	-0.6770	2.1204	-0.2138	-0.2076	0.5139	0.4995
GSE36311	GSM886827	GPL6801	Tumor	1656	618	-1.5462	5.6741	-0.5109	2.8407	0.0929	0.0827	0.4707	0.5003
GSE36311	GSM886828	GPL6801	Tumor	997	481	-0.6917	1.5075	-0.4506	2.2098	-0.2582	-0.2737	0.2464	0.4996
GSE36311	GSM886829	GPL6801	Tumor	827	2092	-0.6194	1.9677	-0.5608	2.5828	-0.0689	-0.0950	0.2077	0.5085
GSE36311	GSM886830	GPL6801	Tumor	1624	2024	-0.4638	1.7728	-0.5763	1.9070	-0.1987	-0.2044	0.4716	0.5000
GSE36363	GSM889587	GPL6801	Tumor	3223	191	-1.3353	6.3519	-0.3330	1.8875	0.3099	0.2859	0.4553	0.4998
GSE36363	GSM889588	GPL6801	Tumor	3742	1677	-1.6577	5.1406	-0.5125	2.5943	0.1363	0.1447	0.5232	0.4993
GSE36363	GSM889589	GPL6801	Tumor	1553	416	-1.5467	5.4230	-0.4562	4.4006	0.0599	0.0565	0.4794	0.4999
GSE36363	GSM889590	GPL6801	Tumor	1049	518	-1.8276	6.8871	-0.4262	3.4740	0.0098	0.0000	0.4607	0.4878
GSE36363	GSM889591	GPL6801	Tumor	3863	421	-0.7978	0.0147	-0.6520	3.2303	-0.1476	-0.1584	0.4470	0.5000
GSE36363	GSM889592	GPL6801	Tumor	31563	1828	-0.6251	-0.6560	-1.4584	3.3598	0.0903	0.2767	0.6662	0.5000
GSE36363	GSM889593	GPL6801	Tumor	14896	1034	-0.6171	0.0347	-0.6723	3.4483	0.0444	0.0629	0.5457	0.4997
GSE36363	GSM889594	GPL6801	Tumor	23364	1431	-0.6433	-0.3147	-1.0346	3.3694	-0.0998	-0.0079	0.6885	0.4998
GSE36363	GSM889595	GPL6801	Tumor	39024	742	-0.5621	-0.5156	-1.0920	2.3146	-0.0252	0.1085	0.6757	0.5000
GSE36363	GSM889596	GPL6801	Tumor	788	317	-1.6358	4.9582	-0.2959	3.1352	-0.0410	-0.0604	0.3396	0.4998
GSE36363	GSM889597	GPL6801	Tumor	947	601	-1.8880	4.9366	-0.4750	3.1694	-0.0145	-0.0129	0.5057	0.4997
GSE36363	GSM889598	GPL6801	Tumor	537	1829	-1.1539	2.6553	-0.2761	1.9930	-0.1215	-0.1441	0.3614	0.5004
GSE36363	GSM889599	GPL6801	Tumor	758	1277	-1.8982	8.4080	-0.2232	3.4891	0.0194	0.0222	0.5130	0.5009
GSE36363	GSM889600	GPL6801	Tumor	1772	123	-0.7241	1.9023	-0.5572	4.5377	-0.0405	-0.0161	0.6793	0.5022
GSE36363	GSM889601	GPL6801	Tumor	5772	573	-0.7923	0.0938	-0.0492	8.6816	0.0015	0.0141	0.5395	0.5011
GSE36363	GSM889602	GPL6801	Tumor	469	1125	-1.5451	3.6993	-0.2436	1.2762	-0.0966	-0.0436	0.6140	0.5033
GSE36363	GSM889603	GPL6801	Tumor	24779	497	-0.4420	0.0388	-0.6302	2.7182	-0.0145	0.0603	0.6297	0.5001
GSE36363	GSM889604	GPL6801	Tumor	37437	1105	-0.5358	-0.2048	-0.8931	1.8879	0.1291	0.2679	0.6206	0.5000
GSE36363	GSM889605	GPL6801	Tumor	6276	951	-1.1119	3.9551	-0.3664	2.6312	0.0532	0.0224	0.4580	0.4996
GSE36363	GSM889606	GPL6801	Tumor	11275	532	-0.5874	0.5181	-0.6928	2.5711	0.0377	0.1100	0.6136	0.5000
GSE36363	GSM889607	GPL6801	Tumor	1672	421	-1.2259	5.5672	-0.2173	4.1756	-0.0434	-0.0768	0.4289	0.5000
GSE36363	GSM889608	GPL6801	Tumor	465	1406	-0.5519	6.7271	-0.6369	2.5995	0.0538	0.0547	0.5016	0.5000
GSE36363	GSM889609	GPL6801	Tumor	1678	309	-1.8008	5.9054	-0.5164	3.5894	0.0248	0.0193	0.4893	0.4997
GSE36363	GSM889610	GPL6801	Tumor	956	577	-1.9064	5.8035	-0.6452	6.5188	0.0067	0.0068	0.5013	0.4993
GSE36363	GSM889611	GPL6801	Tumor	826	329	-1.2508	3.3984	-0.4184	2.6776	0.0282	0.0226	0.4272	0.4988
GSE36363	GSM889612	GPL6801	Tumor	1166	395	-1.6216	7.4206	-0.1584	3.8641	0.0484	0.0400	0.4534	0.4994
GSE36363	GSM889613	GPL6801	Tumor	1487	457	-0.9242	3.4131	-0.1586	2.2957	0.0724	0.0807	0.5111	0.4988
GSE36363	GSM889614	GPL6801	Tumor	586	933	-1.6377	4.4872	-0.1787	1.7528	-0.0353	-0.0658	0.4271	0.5032
GSE36363	GSM889615	GPL6801	Tumor	445	1103	-1.0782	2.7608	-0.1396	1.1414	-0.0133	0.0380	0.6384	0.4993
GSE36363	GSM889616	GPL6801	Tumor	21847	1765	-0.7174	-0.2028	-1.1241	3.6448	-0.0139	0.0408	0.6591	0.5006
GSE36363	GSM889617	GPL6801	Tumor	16394	531	-0.8600	0.2728	-0.9748	4.7322	0.0858	0.1311	0.6084	0.5000
GSE36363	GSM889618	GPL6801	Tumor	9052	441	-0.5189	0.1316	-0.4766	2.0332	-0.1217	-0.1454	0.4693	0.5000
GSE36363	GSM889619	GPL6801	Tumor	21793	458	-0.7977	-0.2947	-1.4664	4.6910	-0.0402	0.0908	0.6845	0.4992
GSE36363	GSM889620	GPL6801	Tumor	1577	1250	-1.4365	6.8220	-0.2550	2.2866	0.0421	0.0116	0.4317	0.4988
GSE36363	GSM889621	GPL6801	Tumor	635	1053	-1.2376	2.2892	-0.4522	3.1382	-0.0599	-0.0789	0.1332	0.5021
GSE36363	GSM889622	GPL6801	Tumor	813	1271	-1.3103	3.7047	-0.4907	3.3129	-0.0684	-0.0546	0.7086	0.4679
GSE36363	GSM889623	GPL6801	Tumor	1215	976	-1.5305	5.7040	-0.2043	3.2199	0.0391	0.0166	0.3883	0.5000
GSE36363	GSM889624	GPL6801	Tumor	1441	1454	-1.5956	5.5785	-0.4661	3.9107	-0.0093	-0.0220	0.3732	0.5011
GSE36363	GSM889625	GPL6801	Tumor	19136	1104	-0.6191	-0.6506	-1.0756	2.7235	-0.0680	0.0521	0.6683	0.5000
GSE36363	GSM889626	GPL6801	Tumor	1729	901	-2.7205	14.8471	-0.3868	4.1725	0.0876	0.0741	0.4469	0.5000
GSE36363	GSM889627	GPL6801	Tumor	594	814	-1.4784	3.2915	-0.2993	2.5759	-0.0539	-0.0722	0.4422	0.4961
GSE36363	GSM889628	GPL6801	Tumor	1227	836	-1.7333	7.5327	-0.2741	7.2049	0.0098	-0.0108	0.4026	0.5015
GSE36363	GSM889629	GPL6801	Tumor	924	388	-1.3111	4.7131	-0.6100	5.5090	-0.0211	-0.0117	0.6082	0.5003
GSE36363	GSM889630	GPL6801	Tumor	839	453	-2.4382	12.9227	-0.3800	3.6687	0.0414	0.0276	0.4006	0.5014
GSE36363	GSM889631	GPL6801	Tumor	946	1445	-1.3419	3.9584	-0.2114	3.3801	-0.0496	-0.0661	0.3395	0.4882
GSE36363	GSM889632	GPL6801	Tumor	1117	1442	-1.6449	6.0078	-0.2842	2.9937	0.0172	0.0000	0.3342	0.4873
GSE36363	GSM889633	GPL6801	Tumor	735	270	-0.8987	1.7448	-0.4689	3.7475	-0.1086	-0.1107	0.4906	0.4995
GSE36363	GSM889634	GPL6801	Normal	601	790	-2.0154	6.1624	-0.6114	3.3649	-0.0061	0.0065	0.6426	0.5019
GSE36363	GSM889635	GPL6801	Normal	685	899	-1.1817	2.7157	-0.5244	4.2665	0.0414	0.0244	0.1841	0.5003
GSE36363	GSM889636	GPL6801	Normal	568	949	-1.2767	3.9077	-0.4863	4.1266	-0.0356	-0.0567	0.1065	0.5037
GSE36363	GSM889637	GPL6801	Normal	581	657	-1.1577	2.7608	-0.5577	5.0620	0.0075	-0.0109	0.0856	0.4981
GSE36363	GSM889638	GPL6801	Normal	552	489	-1.6150	3.9026	-0.3971	2.5938	-0.0225	-0.0292	0.3658	0.5003
GSE36363	GSM889639	GPL6801	Normal	680	358	-2.0340	5.8017	-0.7000	6.5208	0.0369	0.0520	0.6772	0.5004
GSE36363	GSM889640	GPL6801	Normal	7036	492	-0.9391	0.2466	-1.0994	10.8934	0.1221	0.1788	0.6376	0.5002
GSE36363	GSM889641	GPL6801	Normal	622	245	-1.1474	2.6136	-0.7858	6.1928	-0.0524	-0.0412	0.6937	0.5002
GSE36363	GSM889642	GPL6801	Normal	854	1249	-1.8466	6.2288	-0.5523	4.1242	0.0101	0.0000	0.4011	0.5065
GSE36363	GSM889643	GPL6801	Normal	665	130	-1.5421	3.6663	-0.5945	3.5716	0.0723	0.0552	0.3373	0.5045
GSE36363	GSM889652	GPL3720	Tumor	469	276	-1.8400	7.1541	-0.5059	1.0924	-0.0026	0.0000	0.5051	0.4844
GSE36363	GSM889653	GPL3720	Tumor	110	180	2.9312	13.6646	-0.8886	2.2601	0.0008	-0.0133	0.3416	0.4800
GSE36363	GSM889654	GPL3720	Tumor	199	303	1.4680	6.2971	-0.4367	1.6969	0.0074	0.0000	0.4534	0.5003
GSE36363	GSM889655	GPL3720	Tumor	228	232	0.9672	2.3050	-0.3885	1.3086	-0.0041	-0.0350	0.4470	0.5078
GSE36363	GSM889656	GPL3720	Tumor	811	426	-1.5927	2.0606	-0.9114	2.2280	0.0075	0.0449	0.5588	0.5008
