Sample	Series	Speak	Breakpoint_Step	Breakpoint_CBS	Spread	Classification_Label	Decision_Value	Good_Poor	Case_Diagnosis
GSM529071	GSE21123	13.5138	28	37	0.2668	1	1.7262	good	2: good quality, discernible CNAs with few waves
GSM529072	GSE21123	3.7021	15	74	0.287	1	0.6288	good	2: good quality, discernible CNAs with few waves
GSM529073	GSE21123	1.3292	120	22	0.2545	1	1.5506	good	5: good quality, control or without many CNAs
GSM529074	GSE21123	3.2316	9	116	0.3214	2	-1.4983	poor	1: hypersegmented, discernible CNAs with some waves
GSM529075	GSE21123	1.6241	120	112	0.3248	2	-2.1043	poor	3: poor quality, indiscernible CNAs with many waves
GSM529076	GSE21123	1.2333	120	22	0.3874	2	-0.243	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529077	GSE21123	1.2907	119	26	0.2724	1	1.1507	good	5: good quality, control or without many CNAs
GSM529078	GSE21123	1.4227	120	46	0.299	2	-0.4575	poor	3: poor quality, indiscernible CNAs with many waves
GSM529079	GSE21123	8.1838	45	42	0.2415	1	2.374	good	2: good quality, discernible CNAs with few waves
GSM529080	GSE21123	3.5678	15	27	0.2314	1	2.2244	good	2: good quality, discernible CNAs with few waves
GSM529081	GSE21123	2.3982	12	25	0.349	1	1.9485	good	2: good quality, discernible CNAs with few waves
GSM529082	GSE21123	1.4093	118	33	0.3263	1	0.0207	good	5: good quality, control or without many CNAs
GSM529083	GSE21123	3.0137	43	50	0.3502	1	1.7184	good	2: good quality, discernible CNAs with few waves
GSM529084	GSE21123	2.0272	3	25	0.245	1	1.1766	good	2: good quality, discernible CNAs with few waves
GSM529085	GSE21123	1.1899	120	22	0.2674	1	1.4074	good	5: good quality, control or without many CNAs
GSM529086	GSE21123	8.2305	11	36	0.235	1	1.8538	good	2: good quality, discernible CNAs with few waves
GSM529087	GSE21123	5.9255	8	28	0.2483	1	1.8197	good	2: good quality, discernible CNAs with few waves
GSM529088	GSE21123	1.2882	120	22	0.2485	1	1.575	good	5: good quality, control or without many CNAs
GSM529089	GSE21123	1.176	120	22	0.2593	1	1.4646	good	5: good quality, control or without many CNAs
GSM529090	GSE21123	5.9152	11	68	0.2702	1	1.0963	good	2: good quality, discernible CNAs with few waves
GSM529091	GSE21123	11.6724	9	24	0.2528	1	1.4521	good	2: good quality, discernible CNAs with few waves
GSM529092	GSE21123	8.7788	20	26	0.276	1	1.9522	good	2: good quality, discernible CNAs with few waves
GSM529093	GSE21123	1.4151	120	42	0.2673	1	0.126	good	5: good quality, control or without many CNAs
GSM529094	GSE21123	1.2013	116	24	0.3102	1	0.8297	good	5: good quality, control or without many CNAs
GSM529095	GSE21123	13.5572	26	51	0.2753	1	1.7154	good	2: good quality, discernible CNAs with few waves
GSM529096	GSE21123	3.0304	4	22	0.3021	1	1.5205	good	2: good quality, discernible CNAs with few waves
GSM529097	GSE21123	3.0037	90	112	0.3896	2	-1.1225	poor	1: hypersegmented, discernible CNAs with some waves
GSM529098	GSE21123	5.5673	82	107	0.3699	1	0.5838	good	2: good quality, discernible CNAs with few waves
GSM529099	GSE21123	3.4604	96	114	0.3001	2	-0.5969	poor	1: hypersegmented, discernible CNAs with some waves
GSM529100	GSE21123	1.1246	120	22	0.4436	2	-1.091	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529101	GSE21123	1.1348	120	22	0.2579	1	1.4561	good	5: good quality, control or without many CNAs
GSM529102	GSE21123	1.1307	120	22	0.2959	1	1.0935	good	5: good quality, control or without many CNAs
GSM529103	GSE21123	1.4743	106	44	0.2638	1	0.1849	good	5: good quality, control or without many CNAs
GSM529104	GSE21123	1.1168	120	22	0.2971	1	1.073	good	5: good quality, control or without many CNAs
GSM529105	GSE21123	1.182	119	22	0.2199	1	1.6503	good	5: good quality, control or without many CNAs
GSM529106	GSE21123	4.3565	118	116	0.2433	2	-0.1247	poor	1: hypersegmented, discernible CNAs with some waves
GSM529107	GSE21123	1.4071	119	49	0.2774	2	-0.391	poor	3: poor quality, indiscernible CNAs with many waves
GSM529108	GSE21123	1.1332	120	22	0.2852	1	1.2143	good	5: good quality, control or without many CNAs
GSM529109	GSE21123	1.1807	120	22	0.2774	1	1.3138	good	5: good quality, control or without many CNAs
GSM529110	GSE21123	1.1233	120	22	0.4332	2	-0.9582	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529111	GSE21123	1.4526	120	46	0.2546	1	0.0208	good	5: good quality, control or without many CNAs
GSM529112	GSE21123	1.1458	120	22	0.4324	2	-0.9433	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529113	GSE21123	1.1575	120	24	0.2209	1	1.5275	good	5: good quality, control or without many CNAs
GSM529114	GSE21123	1.1899	120	22	0.2772	1	1.3195	good	5: good quality, control or without many CNAs
GSM529115	GSE21123	1.1627	120	22	0.2262	1	1.6218	good	5: good quality, control or without many CNAs
GSM529116	GSE21123	1.1247	120	22	0.2514	1	1.494	good	5: good quality, control or without many CNAs
GSM529117	GSE21123	1.5138	118	141	0.2483	2	-1.8569	poor	3: poor quality, indiscernible CNAs with many waves
GSM529118	GSE21123	1.1844	120	24	0.2552	1	1.3772	good	5: good quality, control or without many CNAs
GSM529119	GSE21123	1.1718	120	24	0.2384	1	1.4715	good	5: good quality, control or without many CNAs
GSM529120	GSE21123	1.1435	120	22	0.6352	2	-1.5844	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529121	GSE21123	1.1774	120	22	0.2244	1	1.6325	good	5: good quality, control or without many CNAs
GSM529122	GSE21123	1.1433	120	22	0.2597	1	1.4472	good	5: good quality, control or without many CNAs
GSM529123	GSE21123	1.1354	120	22	0.2826	1	1.2424	good	5: good quality, control or without many CNAs
GSM529124	GSE21123	1.1378	120	22	0.2837	1	1.2321	good	5: good quality, control or without many CNAs
GSM529125	GSE21123	1.1699	120	22	0.2468	1	1.5414	good	5: good quality, control or without many CNAs
GSM529126	GSE21123	1.1369	120	22	0.548	2	-1.7711	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529127	GSE21123	1.1888	120	22	0.6999	2	-1.3246	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529128	GSE21123	1.1114	120	22	0.31	1	0.9084	good	5: good quality, control or without many CNAs
GSM529129	GSE21123	1.1605	112	22	0.2668	1	1.4558	good	5: good quality, control or without many CNAs
GSM529130	GSE21123	1.1396	120	22	0.2438	1	1.5437	good	5: good quality, control or without many CNAs
GSM529131	GSE21123	1.1812	120	22	0.2399	1	1.5807	good	5: good quality, control or without many CNAs
GSM529132	GSE21123	1.1368	120	22	0.2418	1	1.5523	good	5: good quality, control or without many CNAs
GSM529133	GSE21123	1.2064	116	22	0.2649	1	1.4631	good	5: good quality, control or without many CNAs
GSM529134	GSE21123	1.3087	120	32	0.29	1	0.5121	good	5: good quality, control or without many CNAs
GSM529135	GSE21123	1.2054	119	24	0.2991	1	0.9565	good	5: good quality, control or without many CNAs
GSM529136	GSE21123	1.255	120	31	0.347	2	-0.2592	poor	3: poor quality, indiscernible CNAs with many waves
GSM529137	GSE21123	1.1526	120	22	0.2571	1	1.4699	good	5: good quality, control or without many CNAs
GSM529138	GSE21123	1.2236	120	22	0.2833	1	1.2719	good	5: good quality, control or without many CNAs
GSM529139	GSE21123	1.1518	120	22	0.2998	1	1.0558	good	5: good quality, control or without many CNAs
GSM529140	GSE21123	1.1481	120	22	0.3579	1	0.2068	good	5: good quality, control or without many CNAs
GSM529141	GSE21123	1.1732	118	22	0.2417	1	1.583	good	5: good quality, control or without many CNAs
GSM529142	GSE21123	1.1935	120	22	0.2559	1	1.4955	good	5: good quality, control or without many CNAs
GSM529143	GSE21123	1.127	120	22	0.2487	1	1.5112	good	5: good quality, control or without many CNAs
GSM529144	GSE21123	1.1241	120	22	0.369	1	0.0193	good	5: good quality, control or without many CNAs
GSM529145	GSE21123	1.1778	120	22	0.2455	1	1.5518	good	5: good quality, control or without many CNAs
GSM529146	GSE21123	1.1828	120	22	0.3467	1	0.3981	good	5: good quality, control or without many CNAs
GSM529147	GSE21123	1.1728	120	22	0.4222	2	-0.796	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529148	GSE21123	1.1492	120	22	0.4606	2	-1.282	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529149	GSE21123	1.1747	119	22	0.6868	2	-1.3771	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529150	GSE21123	1.2053	120	23	0.2469	1	1.5003	good	5: good quality, control or without many CNAs
GSM529151	GSE21123	1.185	120	22	0.2639	1	1.4336	good	5: good quality, control or without many CNAs
GSM529152	GSE21123	1.6215	120	107	0.293	2	-1.9073	poor	3: poor quality, indiscernible CNAs with many waves
GSM529153	GSE21123	1.6434	119	162	0.5841	2	-1.529	poor	3: poor quality, indiscernible CNAs with many waves
GSM529154	GSE21123	5.5445	19	40	0.2467	1	2.5287	good	2: good quality, discernible CNAs with few waves
GSM529155	GSE21123	1.206	120	22	0.2501	1	1.5373	good	5: good quality, control or without many CNAs
GSM529156	GSE21123	1.341	120	36	0.2401	1	0.7121	good	5: good quality, control or without many CNAs
GSM529157	GSE21123	1.1488	119	22	0.3431	1	0.4479	good	5: good quality, control or without many CNAs
GSM529158	GSE21123	1.3839	120	64	0.2877	2	-1.1763	poor	3: poor quality, indiscernible CNAs with many waves
GSM529159	GSE21123	1.4597	120	62	0.3344	2	-1.5211	poor	3: poor quality, indiscernible CNAs with many waves
GSM529160	GSE21123	1.3323	118	32	0.3851	2	-0.8729	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529161	GSE21123	1.9725	29	337	0.2993	2	-1.7583	poor	3: poor quality, indiscernible CNAs with many waves
GSM529162	GSE21123	1.3824	119	202	0.3034	2	-1.8814	poor	3: poor quality, indiscernible CNAs with many waves
GSM529163	GSE21123	1.7501	120	178	0.2794	2	-1.9721	poor	3: poor quality, indiscernible CNAs with many waves
GSM529164	GSE21123	1.563	120	312	0.3887	2	-1.5102	poor	3: poor quality, indiscernible CNAs with many waves
GSM529165	GSE21123	1.1569	120	22	0.2249	1	1.6226	good	5: good quality, control or without many CNAs
GSM529166	GSE21123	1.5739	120	65	0.3122	2	-1.3024	poor	3: poor quality, indiscernible CNAs with many waves
GSM529167	GSE21123	1.5519	120	239	0.3621	2	-1.8243	poor	3: poor quality, indiscernible CNAs with many waves
GSM529168	GSE21123	1.1511	117	22	0.305	1	1.0103	good	5: good quality, control or without many CNAs
GSM529169	GSE21123	1.3613	120	35	0.3024	1	0.1656	good	5: good quality, control or without many CNAs
GSM529170	GSE21123	1.1767	120	22	0.4236	2	-0.8148	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529171	GSE21123	1.1413	120	22	0.4539	2	-1.21	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529172	GSE21123	1.1718	120	22	0.4061	2	-0.5578	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529173	GSE21123	1.1213	112	22	0.375	2	-0.0405	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529174	GSE21123	1.1507	117	22	0.366	1	0.0919	good	5: good quality, control or without many CNAs
GSM529175	GSE21123	1.1835	120	22	0.4246	2	-0.8271	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529176	GSE21123	1.1476	115	22	0.4303	2	-0.9013	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529177	GSE21123	1.1207	119	22	0.4555	2	-1.2293	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529178	GSE21123	1.1559	120	22	0.3793	2	-0.1378	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529179	GSE21123	1.1647	120	22	0.4489	2	-1.1478	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529180	GSE21123	1.1463	119	22	0.3	1	1.0576	good	5: good quality, control or without many CNAs
GSM529181	GSE21123	1.2042	120	22	0.2979	1	1.1003	good	5: good quality, control or without many CNAs
GSM529182	GSE21123	1.2004	120	22	0.2802	1	1.2944	good	5: good quality, control or without many CNAs
GSM529183	GSE21123	1.1738	120	22	0.2727	1	1.3547	good	5: good quality, control or without many CNAs
GSM529184	GSE21123	1.156	120	22	0.2903	1	1.1689	good	5: good quality, control or without many CNAs
GSM529185	GSE21123	1.1183	120	22	0.3206	1	0.7663	good	5: good quality, control or without many CNAs
GSM529186	GSE21123	1.1465	120	22	0.2783	1	1.2903	good	5: good quality, control or without many CNAs
GSM529187	GSE21123	1.153	118	22	0.292	1	1.162	good	5: good quality, control or without many CNAs
GSM529188	GSE21123	1.1398	119	22	0.3075	1	0.9599	good	5: good quality, control or without many CNAs
GSM529189	GSE21123	1.1906	119	22	0.3953	2	-0.3797	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529190	GSE21123	1.1272	120	22	0.2871	1	1.1913	good	5: good quality, control or without many CNAs
GSM529191	GSE21123	1.1524	120	22	0.2759	1	1.3159	good	5: good quality, control or without many CNAs
GSM529192	GSE21123	1.1387	120	22	0.2827	1	1.2428	good	5: good quality, control or without many CNAs
GSM529193	GSE21123	1.1555	120	22	0.272	1	1.3531	good	5: good quality, control or without many CNAs
GSM529194	GSE21123	1.1574	120	22	0.3786	2	-0.126	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529195	GSE21123	1.1425	120	22	0.466	2	-1.3385	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529196	GSE21123	1.1656	120	22	0.4483	2	-1.1405	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529197	GSE21123	1.1488	120	22	0.3972	2	-0.4262	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529198	GSE21123	1.1486	120	22	0.2551	1	1.4817	good	5: good quality, control or without many CNAs
GSM529199	GSE21123	1.1489	120	22	0.265	1	1.4093	good	5: good quality, control or without many CNAs
GSM529200	GSE21123	1.15	120	22	0.2353	1	1.5866	good	5: good quality, control or without many CNAs
GSM529201	GSE21123	1.2694	110	28	0.2433	1	1.3017	good	5: good quality, control or without many CNAs
GSM529202	GSE21123	1.1404	119	22	0.2207	1	1.6308	good	5: good quality, control or without many CNAs
GSM529203	GSE21123	1.1544	120	22	0.2428	1	1.5555	good	5: good quality, control or without many CNAs
GSM529204	GSE21123	1.1565	120	23	0.2569	1	1.4147	good	5: good quality, control or without many CNAs
GSM529205	GSE21123	1.1907	120	26	0.2441	1	1.3211	good	5: good quality, control or without many CNAs
GSM529206	GSE21123	1.1527	116	22	0.2753	1	1.3494	good	5: good quality, control or without many CNAs
GSM529207	GSE21123	1.1607	115	22	0.2262	1	1.6546	good	5: good quality, control or without many CNAs
GSM529208	GSE21123	1.1257	120	22	0.3122	1	0.8853	good	5: good quality, control or without many CNAs
GSM529209	GSE21123	1.1694	120	22	0.2517	1	1.5127	good	5: good quality, control or without many CNAs
GSM529210	GSE21123	1.2404	118	24	0.3048	1	0.9054	good	5: good quality, control or without many CNAs
GSM529211	GSE21123	1.1877	120	22	0.3095	1	0.9468	good	5: good quality, control or without many CNAs
GSM529212	GSE21123	1.1344	120	26	0.2436	1	1.2961	good	5: good quality, control or without many CNAs
GSM529213	GSE21123	1.2202	120	22	0.2816	1	1.288	good	5: good quality, control or without many CNAs
GSM529214	GSE21123	1.1473	120	22	0.3289	1	0.6578	good	5: good quality, control or without many CNAs
GSM529215	GSE21123	1.1945	119	22	0.3085	1	0.9695	good	5: good quality, control or without many CNAs
GSM529216	GSE21123	1.2087	120	22	0.2742	1	1.3552	good	5: good quality, control or without many CNAs
GSM529217	GSE21123	1.1418	119	22	0.2974	1	1.0872	good	5: good quality, control or without many CNAs
GSM529218	GSE21123	1.158	118	22	0.2981	1	1.0926	good	5: good quality, control or without many CNAs
GSM529219	GSE21123	1.2966	113	23	0.2929	1	1.1829	good	5: good quality, control or without many CNAs
GSM529220	GSE21123	1.1481	120	22	0.3147	1	0.8607	good	5: good quality, control or without many CNAs
GSM529221	GSE21123	1.1814	97	24	0.278	1	1.3462	good	5: good quality, control or without many CNAs
GSM529222	GSE21123	1.1678	120	22	0.2567	1	1.4794	good	5: good quality, control or without many CNAs
GSM529223	GSE21123	1.6801	44	43	0.2582	1	1.1189	good	2: good quality, discernible CNAs with few waves
GSM529224	GSE21123	1.123	120	22	0.2532	1	1.482	good	5: good quality, control or without many CNAs
GSM529225	GSE21123	1.1871	120	22	0.3683	1	0.0515	good	5: good quality, control or without many CNAs
GSM529226	GSE21123	1.2205	120	22	0.3492	1	0.3724	good	5: good quality, control or without many CNAs
GSM529227	GSE21123	5.6224	40	46	0.3176	1	2.9551	good	2: good quality, discernible CNAs with few waves
GSM529228	GSE21123	1.1399	120	22	0.2612	1	1.4346	good	5: good quality, control or without many CNAs
GSM529229	GSE21123	1.14	120	22	0.2698	1	1.3654	good	5: good quality, control or without many CNAs
GSM529230	GSE21123	1.1563	120	22	0.4595	2	-1.2691	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529231	GSE21123	1.158	120	22	0.4233	2	-0.8153	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529232	GSE21123	1.2736	120	23	0.2381	1	1.5706	good	5: good quality, control or without many CNAs
GSM529233	GSE21123	1.2291	119	22	0.528	2	-1.7234	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529234	GSE21123	1.1521	120	22	0.2659	1	1.4035	good	5: good quality, control or without many CNAs
GSM529235	GSE21123	1.1509	120	22	0.2548	1	1.4847	good	5: good quality, control or without many CNAs
GSM529236	GSE21123	1.1599	120	22	0.2431	1	1.5565	good	5: good quality, control or without many CNAs
GSM529237	GSE21123	1.1484	120	22	0.2622	1	1.4309	good	5: good quality, control or without many CNAs
GSM529238	GSE21123	1.1729	120	22	0.2527	1	1.5079	good	5: good quality, control or without many CNAs
GSM529239	GSE21123	1.1937	120	22	0.2689	1	1.3963	good	5: good quality, control or without many CNAs
GSM529240	GSE21123	1.1961	120	22	0.2754	1	1.3391	good	5: good quality, control or without many CNAs
GSM529241	GSE21123	1.2454	120	26	0.2953	1	0.8685	good	5: good quality, control or without many CNAs
GSM529242	GSE21123	1.327	117	28	0.2311	1	1.3379	good	5: good quality, control or without many CNAs
GSM529243	GSE21123	1.2981	120	22	0.2652	1	1.4642	good	5: good quality, control or without many CNAs
GSM529244	GSE21123	1.1598	120	22	0.2597	1	1.4547	good	5: good quality, control or without many CNAs
GSM529245	GSE21123	1.1719	119	24	0.2797	1	1.1642	good	5: good quality, control or without many CNAs
GSM529246	GSE21123	1.1945	119	22	0.2431	1	1.578	good	5: good quality, control or without many CNAs
GSM529247	GSE21123	1.1392	119	22	0.2243	1	1.6227	good	5: good quality, control or without many CNAs
GSM529248	GSE21123	1.1292	120	22	0.2887	1	1.1748	good	5: good quality, control or without many CNAs
GSM529249	GSE21123	1.1375	120	22	0.2984	1	1.0666	good	5: good quality, control or without many CNAs
GSM529250	GSE21123	1.3639	120	42	0.3352	2	-0.7393	poor	3: poor quality, indiscernible CNAs with many waves
GSM529251	GSE21123	1.159	119	22	0.2673	1	1.4021	good	5: good quality, control or without many CNAs
GSM529252	GSE21123	1.1257	120	22	0.3002	1	1.0395	good	5: good quality, control or without many CNAs
GSM529253	GSE21123	1.2477	119	22	0.2966	1	1.1396	good	5: good quality, control or without many CNAs
GSM529254	GSE21123	1.1607	118	22	0.275	1	1.3419	good	5: good quality, control or without many CNAs
GSM529255	GSE21123	1.2391	120	22	0.2727	1	1.3804	good	5: good quality, control or without many CNAs
GSM529256	GSE21123	1.25	115	22	0.2322	1	1.6725	good	5: good quality, control or without many CNAs
GSM529257	GSE21123	1.2658	119	27	0.3569	2	-0.1068	poor	3: poor quality, indiscernible CNAs with many waves
GSM529258	GSE21123	1.217	120	22	0.2022	1	1.6663	good	5: good quality, control or without many CNAs
GSM529259	GSE21123	1.1789	120	24	0.3096	1	0.8006	good	5: good quality, control or without many CNAs
GSM529260	GSE21123	1.3813	120	65	0.2636	2	-0.9959	poor	3: poor quality, indiscernible CNAs with many waves
GSM529261	GSE21123	1.2245	119	22	0.2312	1	1.6384	good	5: good quality, control or without many CNAs
GSM529262	GSE21123	1.146	120	22	0.2256	1	1.6159	good	5: good quality, control or without many CNAs
GSM529263	GSE21123	1.4784	94	99	0.2562	2	-1.6292	poor	3: poor quality, indiscernible CNAs with many waves
GSM529264	GSE21123	1.2912	120	32	0.262	1	0.801	good	5: good quality, control or without many CNAs
GSM529265	GSE21123	1.3282	120	32	0.2956	1	0.4536	good	5: good quality, control or without many CNAs
GSM529266	GSE21123	1.2133	120	24	0.2992	1	0.9516	good	5: good quality, control or without many CNAs
GSM529267	GSE21123	1.1127	120	22	0.4256	2	-0.8568	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529268	GSE21123	1.1379	120	24	0.3494	1	0.1867	good	5: good quality, control or without many CNAs
GSM529269	GSE21123	1.2189	119	24	0.2513	1	1.4262	good	5: good quality, control or without many CNAs
GSM529270	GSE21123	1.3088	118	34	0.2572	1	0.7212	good	5: good quality, control or without many CNAs
GSM529271	GSE21123	1.1498	120	22	0.4208	2	-0.7816	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529272	GSE21123	1.1443	120	22	0.3606	1	0.1619	good	5: good quality, control or without many CNAs
GSM529273	GSE21123	1.158	120	22	0.309	1	0.9414	good	5: good quality, control or without many CNAs
GSM529274	GSE21123	1.16	120	22	0.2713	1	1.3613	good	5: good quality, control or without many CNAs
GSM529275	GSE21123	1.2024	120	22	0.2745	1	1.35	good	5: good quality, control or without many CNAs
GSM529276	GSE21123	1.3637	120	66	0.3058	2	-1.4253	poor	3: poor quality, indiscernible CNAs with many waves
GSM529277	GSE21123	1.1579	120	24	0.2883	1	1.0575	good	5: good quality, control or without many CNAs
GSM529278	GSE21123	1.4619	120	51	0.2744	2	-0.4328	poor	3: poor quality, indiscernible CNAs with many waves
GSM529279	GSE21123	1.1695	120	22	0.2509	1	1.5176	good	5: good quality, control or without many CNAs
GSM529280	GSE21123	1.1722	120	24	0.2416	1	1.4556	good	5: good quality, control or without many CNAs
GSM529281	GSE21123	1.2003	119	22	0.2831	1	1.2719	good	5: good quality, control or without many CNAs
GSM529282	GSE21123	1.1852	120	23	0.2468	1	1.4925	good	5: good quality, control or without many CNAs
GSM529283	GSE21123	1.1829	120	23	0.2581	1	1.4179	good	5: good quality, control or without many CNAs
GSM529284	GSE21123	1.1776	120	22	0.2341	1	1.6031	good	5: good quality, control or without many CNAs
GSM529285	GSE21123	1.3187	120	22	0.3346	1	0.637	good	5: good quality, control or without many CNAs
GSM529286	GSE21123	1.3072	116	22	0.2618	1	1.5236	good	5: good quality, control or without many CNAs
GSM529287	GSE21123	1.1918	120	22	0.2448	1	1.5612	good	5: good quality, control or without many CNAs
GSM529288	GSE21123	1.2698	120	22	0.3743	2	-0.0165	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM529289	GSE21123	1.1528	116	22	0.2849	1	1.2537	good	5: good quality, control or without many CNAs
GSM529290	GSE21123	1.1569	120	22	0.339	1	0.5088	good	5: good quality, control or without many CNAs
GSM529291	GSE21123	1.1547	120	22	0.2947	1	1.118	good	5: good quality, control or without many CNAs
GSM529292	GSE21123	1.1641	120	22	0.2213	1	1.6336	good	5: good quality, control or without many CNAs
GSM529293	GSE21123	1.3102	118	25	0.2783	1	1.1774	good	5: good quality, control or without many CNAs
GSM529294	GSE21123	1.2277	120	22	0.2298	1	1.6369	good	5: good quality, control or without many CNAs
GSM529295	GSE21123	1.3064	117	22	0.2719	1	1.4331	good	5: good quality, control or without many CNAs
GSM529296	GSE21123	1.3379	120	31	0.2609	1	0.9091	good	5: good quality, control or without many CNAs
GSM529297	GSE21123	1.1754	120	22	0.2477	1	1.5388	good	5: good quality, control or without many CNAs
GSM529298	GSE21123	1.3363	119	24	0.2855	1	1.1707	good	5: good quality, control or without many CNAs
GSM529299	GSE21123	1.1969	120	23	0.2573	1	1.4296	good	5: good quality, control or without many CNAs
GSM529300	GSE21123	1.612	120	153	0.3087	2	-2.1055	poor	3: poor quality, indiscernible CNAs with many waves
GSM529301	GSE21123	1.1842	120	24	0.2527	1	1.3944	good	5: good quality, control or without many CNAs
GSM529302	GSE21123	1.1636	120	22	0.2972	1	1.0922	good	5: good quality, control or without many CNAs
GSM529303	GSE21123	1.4526	120	43	0.3645	2	-1.1254	poor	3: poor quality, indiscernible CNAs with many waves
GSM529304	GSE21123	1.3635	120	28	0.2664	1	1.0897	good	5: good quality, control or without many CNAs
GSM540748	GSE21672	1.8594	7	22	0.5346	2	-0.2458	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM540749	GSE21672	1.3861	118	73	0.5427	2	-2.286	poor	3: poor quality, indiscernible CNAs with many waves
GSM540750	GSE21672	1.1842	120	22	0.5315	2	-1.7401	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM540751	GSE21672	1.2831	3	22	0.5579	2	-0.3894	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM541340	GSE22082	1.9308	112	33	0.2529	1	1.2257	good	2: good quality, discernible CNAs with few waves
GSM541533	GSE22082	2.0793	3	29	0.2487	1	1.1414	good	2: good quality, discernible CNAs with few waves
GSM541534	GSE22082	1.154	120	22	0.2756	1	1.3195	good	5: good quality, control or without many CNAs
GSM541535	GSE22082	1.1967	120	22	0.2921	1	1.1655	good	5: good quality, control or without many CNAs
GSM541572	GSE22082	2.1489	4	22	0.3166	1	1.4843	good	2: good quality, discernible CNAs with few waves
GSM541602	GSE22082	1.1422	120	22	0.2888	1	1.1795	good	5: good quality, control or without many CNAs
GSM541603	GSE22082	1.157	120	22	0.4044	2	-0.5358	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM541608	GSE22082	1.1385	120	22	0.3911	2	-0.3326	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM541609	GSE22082	1.1665	120	22	0.351	1	0.3239	good	5: good quality, control or without many CNAs
GSM541610	GSE22082	1.1732	120	24	0.2975	1	0.9553	good	5: good quality, control or without many CNAs
GSM541612	GSE22082	1.2623	119	22	0.2545	1	1.5375	good	5: good quality, control or without many CNAs
GSM543415	GSE22082	1.3686	120	32	0.4326	2	-1.5104	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM543422	GSE22082	1.1831	120	24	0.4106	2	-0.7763	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM543431	GSE22082	1.96	120	110	0.5583	2	-1.7565	poor	3: poor quality, indiscernible CNAs with many waves
GSM543432	GSE22082	1.6373	120	96	0.4975	2	-2.2361	poor	3: poor quality, indiscernible CNAs with many waves
GSM543439	GSE22082	2.3694	23	46	0.4053	1	0.8855	good	2: good quality, discernible CNAs with few waves
GSM543440	GSE22082	3.9179	16	35	0.4295	1	2.2795	good	2: good quality, discernible CNAs with few waves
GSM543497	GSE22082	2.4127	19	36	0.4071	1	1.3749	good	2: good quality, discernible CNAs with few waves
GSM543498	GSE22082	1.5693	120	98	0.5191	2	-2.1737	poor	3: poor quality, indiscernible CNAs with many waves
GSM543502	GSE22082	2.9301	24	48	0.4118	1	1.3971	good	2: good quality, discernible CNAs with few waves
GSM548647	GSE22082	1.2536	115	26	0.306	1	0.7702	good	5: good quality, control or without many CNAs
GSM548648	GSE22082	1.6683	12	45	0.3536	1	0.5162	good	2: good quality, discernible CNAs with few waves
GSM548722	GSE22082	1.8161	120	323	0.3721	2	-1.5511	poor	3: poor quality, indiscernible CNAs with many waves
GSM548792	GSE22082	1.708	116	169	0.4153	2	-2.1224	poor	3: poor quality, indiscernible CNAs with many waves
GSM548794	GSE22082	1.467	5	24	0.3778	1	0.9846	good	5: good quality, control or without many CNAs
